Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y
8386,5,?,66,Assoc-acdm,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,57,58,52,Iran,<=50K
8387,82,Never-worked,90,Assoc-voc,3,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,55,99,24,Puerto-Rico,>50K
8388,49,State-gov,71,5th-6th,14,Never-married,Craft-repair,Unmarried,White,Female,65,79,35,Scotland,>50K
8389,81,Never-worked,86,5th-6th,9,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,29,33,27,Japan,>50K
8390,33,Local-gov,99,11th,3,Widowed,Protective-serv,Other-relative,White,Female,96,58,46,Holand-Netherlands,<=50K
8391,90,Local-gov,90,Some-college,13,Divorced,Farming-fishing,Wife,Other,Male,13,30,64,Thailand,>50K
8392,87,Without-pay,76,Some-college,7,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,84,58,22,Japan,>50K
8393,50,State-gov,38,Bachelors,5,Divorced,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,22,93,52,Laos,<=50K
8394,16,?,2,Preschool,11,Widowed,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,56,8,57,Vietnam,<=50K
8395,85,Never-worked,32,Some-college,9,Widowed,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,37,34,30,Japan,<=50K
8396,45,Self-emp-not-inc,78,10th,1,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,1,96,24,United-States,>50K
8397,44,State-gov,26,Masters,15,Married-AF-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,35,86,28,Mexico,>50K
8398,21,Self-emp-not-inc,81,5th-6th,2,Married-spouse-absent,Handlers-cleaners,Unmarried,Black,Female,81,91,46,England,>50K
8399,47,Private,77,9th,3,Divorced,Priv-house-serv,Unmarried,White,Male,76,40,26,Ireland,>50K
8400,26,Federal-gov,43,Assoc-voc,1,Married-AF-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,33,53,94,United-States,<=50K
8401,46,Private,54,Assoc-voc,6,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Female,89,96,20,South,>50K
8402,90,Self-emp-inc,53,9th,11,Separated,Handlers-cleaners,Husband,Black,Female,40,50,38,Holand-Netherlands,>50K
8403,4,Federal-gov,99,7th-8th,12,Never-married,Transport-moving,Wife,Black,Male,70,20,67,Laos,<=50K
8404,38,Local-gov,27,Doctorate,8,Never-married,Tech-support,Own-child,Other,Female,66,89,92,Germany,>50K
8405,77,Never-worked,18,5th-6th,4,Widowed,Other-service,Husband,White,Female,53,80,97,South,<=50K
8406,73,Federal-gov,31,Some-college,15,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Female,9,52,89,Ecuador,>50K
8407,70,Self-emp-not-inc,61,7th-8th,14,Married-spouse-absent,Other-service,Own-child,Black,Male,83,70,44,Yugoslavia,>50K
8408,35,?,53,9th,6,Married-spouse-absent,Other-service,Wife,Asian-Pac-Islander,Male,6,90,55,China,>50K
8409,12,Never-worked,86,10th,10,Divorced,Prof-specialty,Other-relative,Black,Male,92,35,43,France,>50K
8410,5,?,98,Masters,1,Married-civ-spouse,Armed-Forces,Husband,Other,Male,27,77,23,United-States,>50K
8411,95,Without-pay,57,Assoc-acdm,10,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,73,28,0,Cuba,>50K
8412,56,?,47,10th,10,Married-AF-spouse,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,54,96,5,El-Salvador,<=50K
8413,28,Without-pay,79,Assoc-voc,15,Married-AF-spouse,Craft-repair,Not-in-family,White,Female,4,76,40,South,>50K
8414,82,Local-gov,82,1st-4th,2,Married-spouse-absent,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,60,23,83,?,>50K
8415,62,Self-emp-inc,12,Masters,13,Married-civ-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,30,86,32,?,<=50K
8416,89,Private,11,HS-grad,6,Never-married,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,40,21,38,Iran,<=50K
8417,92,Private,76,HS-grad,8,Married-AF-spouse,Sales,Husband,Other,Male,7,96,51,Vietnam,>50K
8418,99,Self-emp-not-inc,93,HS-grad,14,Never-married,Prof-specialty,Other-relative,White,Female,59,67,73,China,<=50K
8419,15,Self-emp-inc,68,HS-grad,13,Married-AF-spouse,Adm-clerical,Own-child,Other,Female,64,51,85,Germany,>50K
8420,95,Never-worked,73,9th,10,Widowed,Transport-moving,Own-child,Black,Female,98,9,8,Canada,<=50K
8421,47,Self-emp-not-inc,90,10th,5,Married-spouse-absent,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,18,34,69,Poland,<=50K
8422,35,?,84,Doctorate,5,Separated,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,61,44,Peru,>50K
8423,92,Self-emp-not-inc,9,1st-4th,3,Widowed,Transport-moving,Own-child,Amer-Indian-Eskimo,Female,88,35,95,Philippines,<=50K
8424,95,State-gov,89,7th-8th,10,Divorced,Tech-support,Husband,White,Female,41,7,21,Outlying-US(Guam-USVI-etc),<=50K
8425,11,Local-gov,83,Assoc-voc,12,Married-spouse-absent,Adm-clerical,Other-relative,White,Male,79,3,59,Yugoslavia,<=50K
8426,25,Without-pay,6,1st-4th,4,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Female,61,99,44,Laos,>50K
8427,18,Self-emp-not-inc,95,7th-8th,7,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo,Female,10,91,55,Hungary,>50K
8428,96,Local-gov,57,Prof-school,5,Married-spouse-absent,Other-service,Other-relative,White,Female,18,6,68,Italy,<=50K
8429,60,Private,12,Prof-school,1,Divorced,Transport-moving,Own-child,Other,Female,94,95,8,El-Salvador,>50K
8430,99,Private,54,9th,1,Widowed,Prof-specialty,Wife,Other,Female,95,5,64,Honduras,>50K
8431,90,Without-pay,68,Assoc-voc,9,Divorced,Farming-fishing,Other-relative,White,Female,80,83,84,Vietnam,<=50K
8432,51,Without-pay,19,9th,7,Married-spouse-absent,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,78,34,81,Cuba,<=50K
8433,94,Private,91,Assoc-acdm,4,Never-married,Exec-managerial,Own-child,Black,Male,60,3,49,Ecuador,>50K
8434,68,State-gov,83,Assoc-voc,15,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,82,26,51,Philippines,>50K
8435,43,Self-emp-inc,14,9th,14,Widowed,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,35,28,71,Scotland,>50K
8436,14,Federal-gov,82,Masters,9,Married-AF-spouse,Protective-serv,Own-child,White,Female,81,2,47,Iran,>50K
8437,5,Federal-gov,1,7th-8th,6,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,19,81,50,Cuba,>50K
8438,96,Private,70,Assoc-acdm,13,Separated,Machine-op-inspct,Unmarried,Black,Female,3,57,37,Mexico,<=50K
8439,0,Self-emp-not-inc,53,Doctorate,11,Widowed,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,32,69,92,El-Salvador,>50K
8440,46,Local-gov,69,10th,11,Widowed,Handlers-cleaners,Other-relative,White,Male,50,2,76,Holand-Netherlands,>50K
8441,4,Self-emp-not-inc,6,9th,1,Married-spouse-absent,Craft-repair,Husband,White,Male,46,60,34,Portugal,>50K
8442,61,Private,61,Assoc-acdm,8,Married-spouse-absent,Tech-support,Other-relative,Asian-Pac-Islander,Male,51,97,82,South,>50K
8443,21,?,52,Doctorate,10,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,36,60,71,Puerto-Rico,<=50K
8444,84,Self-emp-inc,91,12th,1,Married-AF-spouse,Craft-repair,Not-in-family,Black,Male,65,69,90,Portugal,>50K
8445,50,Private,77,Bachelors,3,Never-married,Machine-op-inspct,Husband,Black,Male,49,11,32,Laos,<=50K
8446,14,Local-gov,41,Prof-school,16,Married-spouse-absent,Other-service,Other-relative,Amer-Indian-Eskimo,Female,100,36,15,Scotland,>50K
8447,55,Self-emp-inc,1,Assoc-voc,14,Married-civ-spouse,Armed-Forces,Not-in-family,Other,Female,25,65,58,Ecuador,>50K
8448,69,?,95,11th,1,Separated,Farming-fishing,Other-relative,Other,Female,100,28,92,Dominican-Republic,<=50K
8449,12,Self-emp-inc,78,HS-grad,16,Separated,Priv-house-serv,Husband,Asian-Pac-Islander,Female,38,60,28,England,>50K
8450,57,Without-pay,4,10th,16,Married-AF-spouse,?,Own-child,Other,Male,88,30,58,Peru,>50K
8451,3,Private,61,Preschool,4,Married-spouse-absent,Prof-specialty,Other-relative,Other,Male,14,34,4,Guatemala,>50K
8452,29,Without-pay,21,12th,15,Married-spouse-absent,Protective-serv,Own-child,Asian-Pac-Islander,Male,27,0,10,India,>50K
8453,33,Never-worked,38,Assoc-voc,3,Married-AF-spouse,Transport-moving,Other-relative,Other,Male,49,69,39,Puerto-Rico,<=50K
8454,48,Self-emp-not-inc,99,HS-grad,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,7,46,71,Iran,>50K
8455,37,Never-worked,29,7th-8th,11,Married-AF-spouse,Transport-moving,Husband,Other,Male,55,95,83,Hong,>50K
8456,18,?,61,7th-8th,14,Married-civ-spouse,Transport-moving,Husband,Black,Female,70,46,78,?,>50K
8457,73,?,75,Masters,5,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Female,99,72,50,China,>50K
8458,36,Local-gov,93,11th,14,Married-AF-spouse,Adm-clerical,Wife,White,Male,84,39,0,Vietnam,<=50K
8459,67,Never-worked,3,Masters,2,Married-civ-spouse,Sales,Wife,White,Male,39,61,95,?,>50K
8460,5,Without-pay,74,Masters,8,Separated,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,53,72,61,Trinadad&Tobago,<=50K
8461,60,Never-worked,48,Prof-school,13,Married-civ-spouse,Craft-repair,Not-in-family,Black,Female,50,89,18,Hungary,>50K
8462,63,Private,11,Preschool,16,Married-AF-spouse,Other-service,Unmarried,Other,Male,59,42,95,France,<=50K
8463,72,?,34,5th-6th,8,Married-spouse-absent,Exec-managerial,Own-child,Other,Male,40,74,84,Portugal,<=50K
8464,73,Self-emp-not-inc,81,11th,10,Divorced,Exec-managerial,Husband,Other,Male,75,3,12,Laos,>50K
8465,17,Local-gov,88,5th-6th,3,Married-spouse-absent,Machine-op-inspct,Own-child,Other,Male,92,82,21,?,>50K
8466,87,?,73,9th,2,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,72,7,8,Cuba,<=50K
8467,67,Without-pay,54,10th,15,Married-civ-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,58,90,100,Peru,>50K
8468,3,Private,31,Doctorate,11,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,21,100,93,England,<=50K
8469,69,?,33,7th-8th,16,Separated,Other-service,Unmarried,Black,Male,40,68,43,Holand-Netherlands,<=50K
8470,44,Private,32,Masters,14,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,24,69,82,France,<=50K
8471,75,Self-emp-not-inc,27,Assoc-acdm,5,Widowed,Other-service,Husband,White,Female,13,60,63,Yugoslavia,>50K
8472,41,Self-emp-inc,98,Preschool,9,Divorced,Tech-support,Husband,Black,Female,8,89,97,Cambodia,>50K
8473,62,?,72,Masters,9,Widowed,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,52,87,36,Canada,<=50K
8474,43,Without-pay,34,Prof-school,3,Married-AF-spouse,Exec-managerial,Own-child,Other,Male,75,39,51,Ireland,>50K
8475,100,Never-worked,72,10th,14,Married-spouse-absent,Exec-managerial,Husband,Asian-Pac-Islander,Male,85,71,99,Italy,<=50K
8476,79,Without-pay,98,HS-grad,6,Never-married,Handlers-cleaners,Unmarried,Black,Male,55,97,51,Jamaica,>50K
8477,94,State-gov,6,Assoc-voc,1,Married-AF-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,72,30,68,Hungary,>50K
8478,0,Self-emp-inc,96,10th,11,Divorced,Tech-support,Own-child,White,Male,18,55,27,Cambodia,<=50K
8479,16,Private,12,1st-4th,7,Widowed,Protective-serv,Unmarried,Other,Male,22,2,67,Greece,>50K
8480,33,?,45,Prof-school,10,Widowed,Transport-moving,Wife,Other,Male,35,37,19,Philippines,<=50K
8481,45,Local-gov,83,5th-6th,2,Married-AF-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,57,69,55,Italy,>50K
8482,43,Self-emp-inc,93,Prof-school,5,Separated,Protective-serv,Husband,Black,Female,9,69,50,Mexico,<=50K
8483,71,?,6,Assoc-acdm,2,Never-married,?,Unmarried,Black,Male,95,46,5,Scotland,>50K
8484,81,Private,89,Masters,4,Widowed,Tech-support,Own-child,Other,Male,35,8,7,Iran,>50K
8485,37,Without-pay,43,Assoc-acdm,7,Married-AF-spouse,Transport-moving,Own-child,Black,Female,25,58,73,Dominican-Republic,<=50K
8486,41,Private,58,Assoc-acdm,3,Widowed,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,17,62,64,Scotland,<=50K
8487,38,?,24,12th,2,Married-civ-spouse,Exec-managerial,Husband,Black,Male,85,37,75,South,<=50K
8488,35,Private,98,Bachelors,6,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Female,96,14,31,Iran,>50K
8489,49,Self-emp-not-inc,51,HS-grad,10,Married-AF-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,7,3,95,Yugoslavia,<=50K
8490,81,Never-worked,66,10th,7,Separated,Tech-support,Own-child,Black,Female,41,75,72,Ecuador,<=50K
8491,15,Self-emp-inc,1,Assoc-acdm,2,Married-AF-spouse,Transport-moving,Wife,Black,Male,9,69,29,Laos,<=50K
8492,54,Self-emp-not-inc,34,5th-6th,3,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Male,20,44,60,Guatemala,>50K
8493,42,State-gov,55,HS-grad,4,Married-AF-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,22,85,93,Trinadad&Tobago,>50K
8494,89,?,46,Bachelors,15,Married-civ-spouse,Priv-house-serv,Wife,Other,Male,19,53,39,Thailand,<=50K
8495,72,Never-worked,58,Prof-school,16,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,95,37,23,Holand-Netherlands,<=50K
8496,45,Without-pay,39,5th-6th,13,Widowed,Tech-support,Not-in-family,Asian-Pac-Islander,Female,40,56,11,El-Salvador,<=50K
8497,45,Local-gov,71,Bachelors,11,Married-spouse-absent,Exec-managerial,Wife,Other,Female,6,69,43,Jamaica,>50K
8498,15,?,59,1st-4th,14,Married-civ-spouse,Adm-clerical,Husband,White,Female,84,52,15,Canada,>50K
8499,62,Self-emp-not-inc,9,Assoc-voc,15,Never-married,Craft-repair,Not-in-family,Other,Male,65,3,43,Trinadad&Tobago,<=50K
8500,52,Federal-gov,86,Masters,5,Married-spouse-absent,Sales,Own-child,Black,Female,17,97,11,Philippines,<=50K
8501,100,Self-emp-not-inc,15,12th,16,Married-AF-spouse,?,Unmarried,White,Male,8,81,76,Nicaragua,>50K
8502,35,Local-gov,58,Some-college,14,Widowed,Transport-moving,Other-relative,Asian-Pac-Islander,Female,30,11,58,Greece,<=50K
8503,98,Without-pay,91,5th-6th,5,Never-married,?,Other-relative,Other,Male,44,17,74,Outlying-US(Guam-USVI-etc),>50K
8504,56,Self-emp-not-inc,85,10th,6,Widowed,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,5,85,26,Holand-Netherlands,>50K
8505,1,Without-pay,23,9th,12,Never-married,?,Own-child,Amer-Indian-Eskimo,Male,97,18,87,Canada,<=50K
8506,99,Self-emp-not-inc,3,1st-4th,12,Separated,Priv-house-serv,Unmarried,White,Female,95,66,64,England,<=50K
8507,55,Self-emp-not-inc,24,10th,5,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,7,60,9,China,>50K
8508,92,State-gov,66,Doctorate,3,Married-AF-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,32,17,42,Ireland,>50K
8509,27,Self-emp-inc,35,Preschool,12,Divorced,Prof-specialty,Own-child,Black,Male,72,3,4,Cuba,<=50K
8510,41,Self-emp-not-inc,11,Assoc-voc,2,Separated,Transport-moving,Husband,Asian-Pac-Islander,Female,17,85,59,Honduras,<=50K
8511,2,?,27,7th-8th,3,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,23,7,66,Cuba,<=50K
8512,14,Federal-gov,20,Doctorate,12,Never-married,Protective-serv,Wife,White,Male,86,17,58,Peru,>50K
8513,24,Without-pay,33,Doctorate,13,Married-civ-spouse,?,Wife,Other,Male,0,22,53,United-States,<=50K
8514,88,Never-worked,27,12th,8,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,82,63,3,Nicaragua,>50K
8515,19,Federal-gov,9,HS-grad,13,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,16,94,97,Taiwan,<=50K
8516,5,Local-gov,77,5th-6th,2,Married-spouse-absent,Machine-op-inspct,Unmarried,Other,Female,5,20,46,Hong,>50K
8517,99,?,6,Bachelors,5,Divorced,Farming-fishing,Husband,Asian-Pac-Islander,Male,17,29,82,Yugoslavia,>50K
8518,35,Federal-gov,45,Masters,2,Divorced,Farming-fishing,Own-child,White,Male,71,60,66,France,>50K
8519,33,Self-emp-inc,94,Assoc-voc,9,Married-spouse-absent,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,77,51,27,Hungary,<=50K
8520,90,State-gov,34,HS-grad,4,Married-AF-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,2,47,37,Honduras,>50K
8521,76,Private,0,Preschool,4,Never-married,Other-service,Unmarried,Other,Male,84,77,80,Iran,<=50K
8522,26,State-gov,90,12th,8,Widowed,Sales,Unmarried,Black,Male,49,24,78,Hungary,>50K
8523,15,Never-worked,83,Masters,5,Never-married,Handlers-cleaners,Other-relative,White,Female,25,29,88,Hungary,<=50K
8524,40,Never-worked,77,Doctorate,3,Never-married,Farming-fishing,Own-child,White,Female,62,49,71,United-States,>50K
8525,15,Never-worked,74,Assoc-acdm,11,Separated,Adm-clerical,Not-in-family,Black,Female,64,37,65,Vietnam,<=50K
8526,35,Private,84,Bachelors,6,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Female,10,69,71,Jamaica,>50K
8527,85,Without-pay,90,1st-4th,10,Widowed,Armed-Forces,Own-child,Black,Female,60,84,72,Scotland,>50K
8528,29,Self-emp-not-inc,100,10th,3,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Female,7,96,80,Jamaica,>50K
8529,22,Without-pay,83,Prof-school,10,Separated,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,14,36,55,India,<=50K
8530,58,?,98,Doctorate,11,Divorced,Prof-specialty,Other-relative,Other,Female,52,94,78,Ireland,<=50K
8531,45,Federal-gov,32,Assoc-voc,16,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,12,22,83,Outlying-US(Guam-USVI-etc),<=50K
8532,3,Federal-gov,94,10th,8,Separated,Handlers-cleaners,Own-child,Black,Male,79,60,0,Trinadad&Tobago,<=50K
8533,89,Local-gov,1,Prof-school,7,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,9,27,0,Hong,>50K
8534,79,Self-emp-inc,2,9th,4,Married-spouse-absent,Farming-fishing,Other-relative,Other,Male,71,93,99,Germany,<=50K
8535,89,Self-emp-inc,77,Assoc-acdm,6,Married-AF-spouse,Sales,Other-relative,Amer-Indian-Eskimo,Female,91,95,92,Cuba,<=50K
8536,67,Private,45,Preschool,10,Married-civ-spouse,Priv-house-serv,Other-relative,Other,Female,72,50,19,Cuba,<=50K
8537,58,Never-worked,66,5th-6th,8,Separated,Machine-op-inspct,Other-relative,Other,Male,72,33,84,Italy,<=50K
8538,20,State-gov,45,Some-college,4,Married-spouse-absent,Transport-moving,Wife,Other,Male,17,94,6,Vietnam,<=50K
8539,57,Local-gov,79,1st-4th,1,Separated,Transport-moving,Wife,Amer-Indian-Eskimo,Female,76,54,36,Vietnam,>50K
8540,60,Without-pay,95,5th-6th,5,Married-civ-spouse,Tech-support,Husband,Other,Female,64,96,74,South,<=50K
8541,23,State-gov,70,Assoc-acdm,7,Married-AF-spouse,Tech-support,Own-child,Other,Male,56,3,90,China,<=50K
8542,3,Private,25,Doctorate,7,Widowed,Priv-house-serv,Other-relative,Other,Male,52,73,59,Greece,>50K
8543,87,State-gov,76,Bachelors,7,Married-AF-spouse,Prof-specialty,Husband,Black,Male,19,87,4,Philippines,<=50K
8544,97,Self-emp-not-inc,78,11th,1,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,67,16,51,Greece,>50K
8545,67,Never-worked,33,Bachelors,16,Never-married,Sales,Other-relative,White,Female,7,59,99,South,>50K
8546,9,Private,5,7th-8th,16,Separated,Other-service,Not-in-family,Black,Male,89,88,68,Peru,>50K
8547,30,State-gov,26,Assoc-acdm,2,Married-spouse-absent,?,Other-relative,Amer-Indian-Eskimo,Male,63,52,4,Mexico,<=50K
8548,15,Self-emp-inc,9,9th,9,Never-married,Transport-moving,Wife,Black,Male,86,61,77,England,<=50K
8549,0,Local-gov,55,10th,12,Married-civ-spouse,Armed-Forces,Own-child,Other,Male,94,69,89,Holand-Netherlands,>50K
8550,79,State-gov,89,Prof-school,7,Married-civ-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,78,30,9,Philippines,<=50K
8551,39,Without-pay,93,Prof-school,5,Married-civ-spouse,Protective-serv,Unmarried,Asian-Pac-Islander,Female,19,99,73,China,>50K
8552,26,Self-emp-inc,30,Bachelors,3,Never-married,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,55,99,58,Laos,>50K
8553,61,Federal-gov,75,Some-college,10,Widowed,Protective-serv,Wife,White,Female,51,96,93,Canada,<=50K
8554,88,Self-emp-not-inc,56,Bachelors,6,Separated,Priv-house-serv,Own-child,White,Male,99,14,35,South,<=50K
8555,47,Self-emp-not-inc,92,Doctorate,8,Married-AF-spouse,Transport-moving,Not-in-family,White,Male,77,51,82,Greece,<=50K
8556,61,Private,71,Masters,15,Married-AF-spouse,Adm-clerical,Unmarried,White,Female,34,28,84,England,<=50K
8557,90,?,18,1st-4th,8,Divorced,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,52,35,66,Laos,>50K
8558,2,Without-pay,23,Masters,16,Widowed,Adm-clerical,Husband,Black,Female,12,63,42,Cuba,>50K
8559,73,Local-gov,38,Bachelors,7,Never-married,Exec-managerial,Unmarried,White,Female,49,54,50,Puerto-Rico,>50K
8560,34,Self-emp-inc,23,5th-6th,11,Married-AF-spouse,Adm-clerical,Own-child,Black,Female,17,46,5,Mexico,>50K
8561,32,Private,26,9th,11,Widowed,Tech-support,Other-relative,White,Male,36,79,18,South,>50K
8562,76,Without-pay,27,Doctorate,3,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Male,13,85,54,Holand-Netherlands,<=50K
8563,85,Local-gov,32,5th-6th,14,Never-married,Other-service,Own-child,Black,Male,31,24,50,Japan,<=50K
8564,66,State-gov,44,10th,2,Divorced,Prof-specialty,Unmarried,Black,Male,21,14,40,Haiti,>50K
8565,60,State-gov,91,5th-6th,2,Married-spouse-absent,Protective-serv,Other-relative,Black,Male,51,89,4,?,<=50K
8566,29,Private,45,Doctorate,14,Never-married,Handlers-cleaners,Own-child,Black,Male,100,67,84,Columbia,<=50K
8567,8,Federal-gov,49,Masters,10,Divorced,Other-service,Wife,Amer-Indian-Eskimo,Male,39,23,69,Laos,>50K
8568,84,Self-emp-inc,82,Doctorate,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,90,86,48,Japan,<=50K
8569,96,Private,24,Some-college,9,Married-spouse-absent,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,88,55,33,Columbia,<=50K
8570,57,Without-pay,22,Doctorate,7,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Female,49,40,3,Nicaragua,>50K
8571,28,State-gov,23,Masters,8,Separated,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,98,56,87,Hungary,<=50K
8572,35,Private,98,Assoc-voc,15,Married-civ-spouse,Other-service,Own-child,Black,Female,36,82,63,Trinadad&Tobago,<=50K
8573,0,Never-worked,69,Assoc-acdm,5,Married-spouse-absent,Adm-clerical,Husband,Other,Male,87,86,90,Philippines,>50K
8574,53,?,30,10th,4,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,62,32,72,Dominican-Republic,<=50K
8575,74,Private,68,Preschool,10,Married-spouse-absent,Adm-clerical,Husband,Black,Male,29,86,1,Hong,>50K
8576,3,Local-gov,1,1st-4th,15,Widowed,Handlers-cleaners,Not-in-family,Other,Female,6,72,20,?,>50K
8577,65,State-gov,60,9th,8,Married-AF-spouse,Prof-specialty,Other-relative,Other,Male,55,54,37,Vietnam,>50K
8578,25,Local-gov,95,12th,13,Never-married,Exec-managerial,Not-in-family,White,Male,10,88,79,?,>50K
8579,12,Self-emp-inc,25,Masters,6,Married-spouse-absent,Protective-serv,Wife,White,Male,80,45,29,Columbia,>50K
8580,60,Private,90,12th,5,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,87,77,El-Salvador,>50K
8581,74,Self-emp-not-inc,52,12th,7,Widowed,Craft-repair,Other-relative,Other,Female,79,36,56,Iran,>50K
8582,57,Local-gov,46,Some-college,4,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Female,54,98,28,Italy,>50K
8583,22,Private,39,11th,3,Never-married,Sales,Unmarried,Black,Male,94,53,32,Dominican-Republic,<=50K
8584,93,Self-emp-inc,11,7th-8th,12,Married-AF-spouse,Tech-support,Husband,White,Male,5,64,100,Yugoslavia,>50K
8585,74,Private,100,Preschool,9,Never-married,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,68,7,12,Vietnam,>50K
8586,59,Never-worked,69,Doctorate,6,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,44,38,30,Peru,<=50K
8587,56,?,63,1st-4th,8,Separated,Sales,Not-in-family,Black,Female,4,83,76,United-States,>50K
8588,50,?,8,Doctorate,7,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,44,2,83,Thailand,>50K
8589,67,?,16,Prof-school,6,Separated,Craft-repair,Other-relative,White,Female,16,63,69,Poland,<=50K
8590,32,Self-emp-not-inc,59,11th,12,Separated,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,38,70,73,Greece,<=50K
8591,36,Never-worked,75,9th,6,Married-AF-spouse,Farming-fishing,Own-child,Asian-Pac-Islander,Female,48,18,20,Outlying-US(Guam-USVI-etc),<=50K
8592,73,Local-gov,65,Prof-school,15,Separated,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,17,71,59,China,>50K
8593,97,State-gov,54,5th-6th,13,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,63,39,22,El-Salvador,<=50K
8594,35,Private,70,Bachelors,10,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,52,83,39,China,<=50K
8595,5,Federal-gov,19,10th,11,Separated,Craft-repair,Husband,Amer-Indian-Eskimo,Female,2,34,51,Iran,>50K
8596,94,Never-worked,60,9th,3,Married-civ-spouse,Other-service,Other-relative,White,Female,39,64,13,Laos,>50K
8597,43,State-gov,2,Bachelors,13,Divorced,Craft-repair,Own-child,Black,Female,82,99,8,Haiti,>50K
