Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y
1503,100,Self-emp-inc,24,12th,9,Married-spouse-absent,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,71,85,66,Peru,akfwh1503
1504,77,Without-pay,79,9th,16,Married-AF-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,42,48,72,Germany,cxibq1504
1505,50,Without-pay,44,Doctorate,14,Married-spouse-absent,Craft-repair,Unmarried,Black,Female,74,18,49,Thailand,rglpx1505
1506,27,Self-emp-not-inc,99,Bachelors,14,Widowed,Protective-serv,Not-in-family,White,Female,18,66,54,Columbia,sajah1506
1507,96,State-gov,44,Masters,14,Married-civ-spouse,Farming-fishing,Own-child,White,Female,36,86,97,Cambodia,fbaml1507
1508,43,Self-emp-inc,21,Assoc-voc,8,Married-civ-spouse,Armed-Forces,Unmarried,Other,Male,87,49,72,El-Salvador,dnrqo1508
1509,19,Without-pay,18,12th,5,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,98,27,72,Taiwan,drics1509
1510,98,Federal-gov,75,Preschool,5,Widowed,Craft-repair,Unmarried,Black,Male,53,67,17,Japan,rtbsf1510
1511,45,?,94,Prof-school,7,Divorced,Protective-serv,Unmarried,White,Female,27,90,21,Philippines,binpf1511
1512,100,Self-emp-not-inc,87,5th-6th,8,Divorced,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,49,42,31,Greece,djxst1512
1513,80,Never-worked,100,12th,14,Separated,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,1,36,China,bvibw1513
1514,43,Private,4,Bachelors,4,Separated,Prof-specialty,Husband,Black,Female,85,2,81,Philippines,bsyml1514
1515,67,Self-emp-inc,58,Some-college,11,Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,8,74,45,England,jakps1515
1516,8,State-gov,82,Assoc-voc,3,Married-spouse-absent,Transport-moving,Own-child,Black,Female,93,84,50,Honduras,ccqyy1516
1517,83,Never-worked,92,Assoc-acdm,16,Separated,Craft-repair,Husband,White,Male,37,98,59,Greece,fqiag1517
1518,46,Local-gov,72,HS-grad,10,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,79,57,66,Honduras,rfmfw1518
1519,64,Self-emp-inc,33,5th-6th,14,Divorced,Tech-support,Unmarried,White,Male,62,89,22,Puerto-Rico,dyivt1519
1520,20,Self-emp-inc,61,Some-college,1,Married-civ-spouse,Tech-support,Not-in-family,Other,Female,43,62,7,France,bozzr1520
1521,96,Without-pay,27,11th,10,Married-AF-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Female,19,86,62,Philippines,wubdx1521
1522,98,Self-emp-inc,36,Doctorate,13,Married-civ-spouse,Transport-moving,Unmarried,Black,Female,32,69,9,Puerto-Rico,qeyes1522
1523,5,Federal-gov,74,12th,1,Married-civ-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,9,43,7,Italy,vpgkk1523
1524,85,?,82,11th,11,Married-spouse-absent,Armed-Forces,Wife,White,Male,67,74,90,Poland,hlrpu1524
1525,24,Without-pay,11,10th,8,Married-AF-spouse,Tech-support,Wife,White,Male,84,14,56,Cuba,gwtbt1525
1526,2,?,94,Masters,16,Married-civ-spouse,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,67,66,35,Poland,yfehh1526
1527,71,Self-emp-not-inc,48,HS-grad,6,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Male,48,72,54,Holand-Netherlands,aglvn1527
1528,75,Private,66,HS-grad,16,Widowed,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,82,99,20,?,svwet1528
1529,28,Local-gov,73,Doctorate,5,Never-married,Transport-moving,Other-relative,Black,Male,41,64,39,?,vnjif1529
1530,95,Private,78,Some-college,12,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,54,28,49,Puerto-Rico,ukktg1530
1531,65,Without-pay,48,10th,3,Never-married,Tech-support,Not-in-family,Black,Female,93,29,39,Philippines,lgxkc1531
1532,80,Private,98,Preschool,1,Divorced,Sales,Unmarried,Black,Male,6,65,62,Ecuador,uxmuy1532
1533,82,Never-worked,66,1st-4th,3,Divorced,?,Husband,Amer-Indian-Eskimo,Female,43,20,28,Hong,tails1533
1534,14,Private,39,9th,2,Separated,Armed-Forces,Wife,Other,Male,16,94,53,France,yueyq1534
1535,21,Without-pay,79,Prof-school,12,Married-AF-spouse,Protective-serv,Other-relative,Other,Female,8,63,18,Columbia,dabma1535
1536,69,State-gov,28,Preschool,11,Widowed,Priv-house-serv,Wife,Asian-Pac-Islander,Male,43,94,93,Holand-Netherlands,swqkd1536
1537,33,?,34,12th,6,Widowed,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,14,33,68,Ecuador,jwftj1537
1538,2,Self-emp-inc,31,7th-8th,11,Married-AF-spouse,Exec-managerial,Wife,Other,Male,4,58,73,Taiwan,usbcn1538
1539,27,Private,91,Assoc-voc,1,Married-AF-spouse,Craft-repair,Not-in-family,Black,Male,42,33,98,Columbia,yknvf1539
1540,19,Never-worked,14,HS-grad,4,Married-AF-spouse,?,Not-in-family,Black,Female,75,1,2,Honduras,reyjn1540
1541,15,State-gov,51,7th-8th,6,Never-married,Handlers-cleaners,Wife,Other,Female,11,99,81,England,vvplo1541
1542,71,Private,27,11th,5,Married-spouse-absent,Handlers-cleaners,Wife,Black,Male,58,72,74,Philippines,huflt1542
1543,29,?,20,10th,2,Married-AF-spouse,Adm-clerical,Own-child,Other,Female,13,45,57,France,dbofa1543
1544,35,Never-worked,25,Doctorate,4,Married-civ-spouse,Priv-house-serv,Husband,White,Male,76,27,100,Canada,pifhg1544
1545,97,Local-gov,8,Assoc-acdm,5,Married-AF-spouse,Exec-managerial,Own-child,Black,Female,78,38,6,Nicaragua,rjavo1545
1546,48,State-gov,16,1st-4th,1,Married-spouse-absent,Other-service,Husband,Amer-Indian-Eskimo,Male,18,51,37,United-States,plntn1546
1547,49,Federal-gov,21,7th-8th,2,Never-married,Adm-clerical,Husband,Other,Male,87,14,24,Italy,yxitt1547
1548,80,Self-emp-inc,92,Some-college,3,Married-spouse-absent,Transport-moving,Husband,Black,Female,29,86,29,Greece,bpqbm1548
1549,56,Self-emp-inc,62,11th,10,Widowed,Armed-Forces,Not-in-family,Black,Female,40,38,19,China,iyovw1549
1550,63,Never-worked,65,Prof-school,1,Married-spouse-absent,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,31,64,7,Japan,cjjbe1550
1551,88,Private,54,Preschool,5,Widowed,Exec-managerial,Wife,Other,Male,79,42,68,Nicaragua,etisb1551
1552,58,State-gov,56,Bachelors,1,Divorced,Machine-op-inspct,Own-child,White,Male,19,48,15,Holand-Netherlands,wzyvl1552
1553,5,State-gov,17,Doctorate,4,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,23,79,29,Guatemala,nrbbq1553
1554,51,Never-worked,37,Doctorate,2,Never-married,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,63,86,62,Poland,iohpo1554
1555,61,Federal-gov,2,Bachelors,8,Widowed,Sales,Other-relative,Black,Male,44,44,9,Ecuador,nazuk1555
1556,83,Never-worked,8,Assoc-acdm,8,Divorced,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,4,48,42,Cambodia,oqaxp1556
1557,17,Self-emp-not-inc,88,Assoc-voc,9,Widowed,Machine-op-inspct,Unmarried,White,Male,88,2,55,Philippines,kgvus1557
1558,45,Never-worked,49,Masters,14,Never-married,Prof-specialty,Wife,White,Female,92,84,3,Japan,yiein1558
1559,96,Local-gov,15,Bachelors,9,Widowed,Craft-repair,Wife,Asian-Pac-Islander,Female,67,12,95,Jamaica,ewmor1559
1560,62,State-gov,83,11th,6,Separated,Protective-serv,Husband,Other,Male,81,45,95,Thailand,klogc1560
1561,22,Federal-gov,82,Bachelors,10,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,39,70,94,Cuba,uksnk1561
1562,97,Without-pay,15,Assoc-voc,2,Never-married,Farming-fishing,Unmarried,White,Male,77,42,70,Nicaragua,qgusy1562
1563,9,Self-emp-inc,16,Doctorate,4,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Female,100,0,11,Greece,mlohh1563
1564,5,Self-emp-inc,39,HS-grad,11,Divorced,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,93,79,0,Dominican-Republic,zijjh1564
1565,76,Private,64,Assoc-acdm,12,Divorced,?,Other-relative,Black,Male,98,31,80,Japan,sslhw1565
1566,61,State-gov,43,9th,10,Never-married,Priv-house-serv,Husband,Other,Male,82,84,69,Greece,vpiuc1566
1567,42,Self-emp-inc,19,11th,2,Widowed,Adm-clerical,Other-relative,Black,Female,38,43,33,Nicaragua,gnoyk1567
1568,16,Without-pay,47,1st-4th,9,Divorced,Farming-fishing,Other-relative,Black,Male,39,55,69,South,dthcp1568
1569,59,Never-worked,21,Preschool,15,Never-married,Machine-op-inspct,Husband,Black,Female,92,43,69,Ecuador,rzkqr1569
1570,17,State-gov,55,Prof-school,1,Separated,Sales,Other-relative,Black,Male,75,69,41,Canada,joirg1570
1571,68,Self-emp-inc,48,HS-grad,13,Widowed,Other-service,Other-relative,White,Female,38,28,7,China,iaqbg1571
1572,60,Self-emp-not-inc,21,Masters,9,Never-married,Protective-serv,Unmarried,Asian-Pac-Islander,Male,7,51,45,Outlying-US(Guam-USVI-etc),vwpzv1572
1573,25,Private,34,7th-8th,11,Separated,Other-service,Own-child,Black,Female,58,79,95,Trinadad&Tobago,bbraq1573
1574,14,?,58,Masters,5,Widowed,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,66,4,89,Cuba,fhwsz1574
1575,61,?,96,10th,8,Divorced,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,19,81,75,Trinadad&Tobago,gamsa1575
1576,53,?,69,7th-8th,12,Separated,Tech-support,Not-in-family,White,Male,72,65,54,Taiwan,kysmm1576
1577,81,?,77,Some-college,14,Separated,Farming-fishing,Husband,White,Female,3,92,42,United-States,bwxwz1577
1578,29,Private,94,HS-grad,6,Separated,Tech-support,Husband,Asian-Pac-Islander,Female,43,98,81,Scotland,pznli1578
1579,70,Local-gov,63,Preschool,2,Widowed,Farming-fishing,Wife,White,Male,92,7,44,Hong,fvmkr1579
1580,28,State-gov,94,5th-6th,15,Married-AF-spouse,Tech-support,Not-in-family,Other,Female,73,98,2,Guatemala,vypwp1580
1581,74,Self-emp-not-inc,1,7th-8th,14,Married-AF-spouse,?,Not-in-family,Asian-Pac-Islander,Female,11,21,72,Honduras,pshvh1581
1582,5,Self-emp-inc,17,Some-college,1,Widowed,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Female,27,30,51,El-Salvador,ufeuj1582
1583,100,State-gov,53,Bachelors,15,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Female,8,4,8,Cuba,ahdpk1583
1584,100,State-gov,62,12th,16,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,15,82,17,El-Salvador,atckr1584
1585,84,Without-pay,21,Bachelors,15,Separated,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,2,28,59,Taiwan,wfsen1585
1586,55,Self-emp-inc,40,1st-4th,2,Married-spouse-absent,Priv-house-serv,Wife,Black,Female,74,33,21,Japan,khxxa1586
1587,50,Self-emp-inc,83,Assoc-acdm,16,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,26,24,43,Columbia,wllcg1587
1588,86,Self-emp-inc,74,Assoc-voc,4,Never-married,Transport-moving,Wife,Black,Male,21,80,59,Holand-Netherlands,nnjjg1588
1589,53,?,62,10th,3,Married-civ-spouse,Transport-moving,Unmarried,Black,Male,26,96,25,Hungary,pezen1589
1590,10,Local-gov,18,10th,6,Married-AF-spouse,Other-service,Husband,Black,Female,84,34,25,Cuba,jeycp1590
1591,43,Without-pay,79,Preschool,6,Married-civ-spouse,Other-service,Husband,Black,Female,58,38,38,India,qifbx1591
1592,59,Local-gov,76,Masters,2,Never-married,Armed-Forces,Wife,Black,Female,35,91,82,Iran,nyiep1592
1593,30,Self-emp-inc,38,10th,9,Separated,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,66,0,40,Greece,kbpuu1593
1594,59,Without-pay,98,Prof-school,15,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Male,88,87,3,South,hwnji1594
1595,14,Local-gov,28,HS-grad,5,Married-AF-spouse,Transport-moving,Own-child,Other,Male,46,17,9,Canada,yusbc1595
1596,48,Self-emp-inc,25,Bachelors,13,Never-married,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,92,3,70,Laos,tsrhz1596
1597,56,Without-pay,14,Doctorate,14,Married-spouse-absent,?,Husband,Black,Male,68,75,7,Columbia,trknv1597
1598,65,State-gov,68,HS-grad,8,Widowed,Armed-Forces,Not-in-family,White,Female,99,62,33,Vietnam,cggqo1598
1599,7,Self-emp-inc,18,1st-4th,16,Married-spouse-absent,Craft-repair,Wife,Black,Male,32,66,71,Peru,ipprp1599
1600,69,Self-emp-not-inc,98,Doctorate,13,Widowed,Protective-serv,Husband,Other,Male,20,100,78,Guatemala,iyhwa1600
1601,15,Federal-gov,30,10th,7,Married-spouse-absent,Exec-managerial,Own-child,Black,Male,76,100,91,Honduras,wbumf1601
1602,52,Private,49,Bachelors,10,Married-civ-spouse,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,22,42,27,Germany,xctoj1602
1603,32,Federal-gov,18,Masters,7,Widowed,Handlers-cleaners,Unmarried,Other,Male,37,69,96,Laos,pxioq1603
1604,87,Without-pay,68,Bachelors,5,Never-married,Priv-house-serv,Husband,Black,Male,91,49,87,?,pwznq1604
1605,78,Federal-gov,79,Prof-school,2,Widowed,Exec-managerial,Not-in-family,Other,Female,90,98,37,Holand-Netherlands,dmjok1605
1606,34,Self-emp-not-inc,35,Prof-school,13,Widowed,Prof-specialty,Own-child,White,Male,66,22,80,El-Salvador,muegt1606
1607,29,Local-gov,1,11th,15,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,45,71,58,Germany,lolqd1607
1608,51,?,8,Assoc-voc,8,Married-civ-spouse,Armed-Forces,Husband,Other,Female,64,47,48,Trinadad&Tobago,tyiee1608
1609,89,Self-emp-inc,42,9th,16,Married-AF-spouse,Tech-support,Unmarried,White,Female,82,18,20,Outlying-US(Guam-USVI-etc),nuvsa1609
1610,53,?,99,Bachelors,1,Never-married,Tech-support,Husband,Asian-Pac-Islander,Female,58,64,79,Jamaica,tcqik1610
1611,4,Self-emp-not-inc,62,9th,4,Widowed,Farming-fishing,Wife,Asian-Pac-Islander,Male,49,38,20,Philippines,pchbc1611
1612,64,Self-emp-inc,77,Doctorate,5,Married-spouse-absent,?,Other-relative,Asian-Pac-Islander,Male,45,39,76,Yugoslavia,rvikv1612
1613,26,Self-emp-not-inc,34,Some-college,14,Married-civ-spouse,Handlers-cleaners,Wife,Other,Female,6,1,83,Outlying-US(Guam-USVI-etc),xodfa1613
1614,84,?,19,Prof-school,3,Never-married,Farming-fishing,Husband,White,Female,45,99,76,Cambodia,hdcev1614
1615,5,Without-pay,42,1st-4th,15,Married-civ-spouse,Adm-clerical,Other-relative,Black,Male,61,25,59,Hong,apqtr1615
1616,88,Self-emp-not-inc,4,12th,1,Married-AF-spouse,Sales,Not-in-family,Other,Male,86,29,57,Holand-Netherlands,rlcly1616
1617,17,State-gov,10,Doctorate,15,Married-AF-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Female,53,43,100,Haiti,iepmu1617
1618,68,Self-emp-not-inc,89,Assoc-acdm,6,Never-married,Machine-op-inspct,Other-relative,Other,Male,89,59,80,Honduras,rnwbn1618
1619,56,Private,68,Some-college,15,Married-spouse-absent,Exec-managerial,Husband,Black,Male,78,43,59,China,vvecf1619
1620,32,State-gov,60,1st-4th,5,Divorced,Other-service,Own-child,Other,Female,13,93,92,Dominican-Republic,rjhnv1620
1621,81,State-gov,18,Bachelors,16,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,54,88,48,Columbia,qseqk1621
1622,72,?,90,HS-grad,13,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Female,93,71,76,Taiwan,hbtcb1622
1623,73,Self-emp-not-inc,57,1st-4th,7,Divorced,Sales,Other-relative,Other,Male,63,50,94,Trinadad&Tobago,vuwmo1623
1624,100,Private,50,Assoc-acdm,1,Married-AF-spouse,Tech-support,Wife,White,Female,20,40,10,Puerto-Rico,ncqqr1624
1625,31,Local-gov,8,11th,6,Widowed,Transport-moving,Own-child,White,Male,27,72,50,Nicaragua,qoelw1625
1626,94,Without-pay,55,Assoc-acdm,15,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,53,88,66,Peru,fpghv1626
1627,73,Private,43,10th,2,Married-AF-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,34,79,52,Holand-Netherlands,vkzzi1627
1628,48,Local-gov,16,HS-grad,9,Married-civ-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,13,49,64,Holand-Netherlands,imkes1628
1629,99,Federal-gov,96,Prof-school,13,Never-married,Machine-op-inspct,Own-child,White,Female,3,32,92,Italy,uskdx1629
1630,32,Self-emp-inc,18,HS-grad,12,Separated,Armed-Forces,Unmarried,Other,Female,74,15,44,Haiti,njdfx1630
1631,14,Self-emp-inc,86,Preschool,7,Married-spouse-absent,Transport-moving,Husband,White,Male,97,45,82,Guatemala,iilno1631
1632,61,Self-emp-inc,98,HS-grad,11,Married-spouse-absent,Exec-managerial,Unmarried,Other,Male,28,1,82,China,sjpqw1632
1633,87,Never-worked,68,Assoc-acdm,5,Divorced,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,63,12,26,Jamaica,ngibm1633
1634,32,Local-gov,87,9th,3,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,3,55,42,Hungary,oyqhb1634
1635,56,?,81,11th,9,Separated,Machine-op-inspct,Other-relative,White,Female,62,55,79,Scotland,jdnwv1635
1636,28,Private,54,12th,4,Widowed,Adm-clerical,Unmarried,White,Male,22,52,30,Vietnam,ebtrh1636
1637,43,Private,22,9th,1,Separated,Prof-specialty,Husband,White,Male,70,30,95,Yugoslavia,vkzyd1637
1638,97,Never-worked,80,7th-8th,2,Separated,Machine-op-inspct,Not-in-family,White,Female,1,47,55,Yugoslavia,skwwp1638
1639,50,Private,48,7th-8th,5,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,25,74,45,Portugal,wqgbu1639
1640,46,Local-gov,97,10th,6,Separated,Machine-op-inspct,Husband,Other,Female,49,89,60,Columbia,puitb1640
1641,72,Federal-gov,51,Assoc-voc,14,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,100,41,96,Columbia,dggsg1641
1642,37,Self-emp-inc,81,Preschool,1,Never-married,Handlers-cleaners,Wife,Other,Male,99,81,3,Puerto-Rico,ojvjs1642
1643,2,Self-emp-not-inc,5,Assoc-acdm,1,Separated,Priv-house-serv,Wife,Black,Female,53,32,38,England,hymzb1643
1644,17,Never-worked,73,10th,10,Married-spouse-absent,Priv-house-serv,Husband,Black,Male,97,65,27,Philippines,otwzo1644
1645,15,?,51,Some-college,8,Widowed,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,42,28,68,Puerto-Rico,blqfa1645
1646,67,Local-gov,98,Preschool,7,Widowed,Armed-Forces,Husband,White,Male,15,85,26,India,xaqii1646
1647,85,Self-emp-inc,64,Assoc-acdm,10,Divorced,Adm-clerical,Husband,Other,Female,93,86,67,Ecuador,rlpmd1647
1648,93,Federal-gov,86,Preschool,10,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Female,42,98,13,Japan,wtdyx1648
1649,22,Private,33,Bachelors,8,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,54,54,97,Nicaragua,kpvfg1649
1650,82,Federal-gov,39,Doctorate,13,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,99,41,80,Columbia,gyalq1650
1651,7,Local-gov,0,Preschool,1,Never-married,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,79,20,100,United-States,aroyg1651
1652,55,Self-emp-not-inc,41,7th-8th,3,Separated,?,Unmarried,White,Female,6,94,81,Puerto-Rico,kqhyj1652
1653,49,Local-gov,13,Prof-school,16,Married-AF-spouse,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,76,10,97,Yugoslavia,qsvbz1653
1654,26,Local-gov,38,10th,3,Married-AF-spouse,Protective-serv,Not-in-family,Other,Female,97,48,57,Poland,sckci1654
1655,4,Federal-gov,50,Some-college,10,Never-married,Armed-Forces,Wife,Black,Male,54,64,75,Japan,xtzcx1655
1656,89,Without-pay,74,1st-4th,15,Married-AF-spouse,Tech-support,Own-child,Amer-Indian-Eskimo,Male,73,16,54,El-Salvador,nqnnu1656
1657,26,Local-gov,50,1st-4th,4,Divorced,Exec-managerial,Other-relative,Other,Male,33,42,66,Italy,sqhaw1657
1658,60,Federal-gov,79,Assoc-acdm,1,Married-civ-spouse,?,Not-in-family,White,Male,24,24,87,Haiti,rzyen1658
1659,83,Private,26,Prof-school,11,Married-spouse-absent,?,Other-relative,Black,Female,38,65,26,Greece,jmndo1659
1660,78,Never-worked,75,10th,1,Married-civ-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Male,34,25,31,France,azgcp1660
1661,18,Private,64,11th,3,Married-spouse-absent,Farming-fishing,Husband,White,Male,8,83,53,Ireland,rrtqk1661
1662,96,Without-pay,91,Bachelors,8,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,37,54,92,El-Salvador,fezve1662
1663,91,Without-pay,51,9th,8,Married-spouse-absent,Armed-Forces,Other-relative,Other,Male,31,23,92,Haiti,gdpma1663
1664,36,Without-pay,61,10th,15,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,91,8,13,Holand-Netherlands,pbuvy1664
1665,20,Without-pay,48,Bachelors,1,Divorced,Other-service,Own-child,Black,Male,40,31,83,Thailand,gezju1665
1666,3,Self-emp-not-inc,32,9th,6,Married-civ-spouse,Tech-support,Other-relative,Asian-Pac-Islander,Female,20,12,86,Jamaica,gflrz1666
1667,18,Private,81,Some-college,15,Separated,Handlers-cleaners,Unmarried,White,Male,14,18,44,Taiwan,hjtdt1667
1668,77,Self-emp-inc,22,9th,3,Married-AF-spouse,Priv-house-serv,Unmarried,Other,Male,41,7,62,Guatemala,bvbmc1668
1669,51,Local-gov,10,10th,7,Married-AF-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,6,49,30,El-Salvador,oyfqs1669
1670,49,Local-gov,81,Preschool,11,Married-civ-spouse,Other-service,Wife,Black,Male,13,59,32,Puerto-Rico,ybitt1670
1671,31,Self-emp-not-inc,19,HS-grad,9,Married-AF-spouse,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,69,97,37,Iran,iqeay1671
1672,97,Without-pay,26,HS-grad,1,Married-AF-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Female,95,39,4,Canada,rgfla1672
1673,18,Local-gov,65,Assoc-acdm,5,Widowed,Handlers-cleaners,Unmarried,White,Male,48,65,88,Trinadad&Tobago,vhfkb1673
1674,12,Private,36,Preschool,8,Divorced,Tech-support,Other-relative,Asian-Pac-Islander,Female,83,54,67,Hong,bgoln1674
1675,91,Private,9,Bachelors,7,Divorced,Transport-moving,Own-child,Other,Male,86,12,4,Ecuador,pasec1675
1676,98,Federal-gov,3,Bachelors,14,Married-civ-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Male,19,100,82,Cuba,vsivk1676
1677,71,Self-emp-inc,13,Masters,16,Separated,Protective-serv,Unmarried,Other,Male,18,40,9,Outlying-US(Guam-USVI-etc),xwhiv1677
1678,94,Federal-gov,23,Some-college,2,Married-spouse-absent,Handlers-cleaners,Wife,Black,Male,1,99,89,Canada,hndap1678
1679,45,Self-emp-not-inc,81,12th,10,Never-married,Machine-op-inspct,Wife,Other,Female,97,10,86,Nicaragua,fadyj1679
1680,80,Self-emp-inc,22,Assoc-acdm,8,Married-spouse-absent,Sales,Other-relative,Asian-Pac-Islander,Male,54,29,52,India,jouyi1680
1681,65,Never-worked,87,5th-6th,8,Married-AF-spouse,Other-service,Wife,Amer-Indian-Eskimo,Male,72,26,99,France,eeaac1681
1682,88,Local-gov,12,Masters,13,Divorced,Sales,Not-in-family,White,Female,71,36,98,Jamaica,jbivz1682
1683,16,Federal-gov,49,Assoc-voc,13,Married-AF-spouse,Other-service,Unmarried,Amer-Indian-Eskimo,Male,38,50,11,Haiti,psgoq1683
1684,45,?,28,Some-college,11,Married-spouse-absent,Protective-serv,Other-relative,Other,Female,29,65,98,India,hzunq1684
1685,91,State-gov,69,Doctorate,4,Separated,Farming-fishing,Not-in-family,White,Male,87,98,41,Jamaica,fkjth1685
1686,37,Federal-gov,57,Preschool,4,Married-civ-spouse,Handlers-cleaners,Unmarried,Black,Female,77,4,19,Greece,cduak1686
1687,50,Never-worked,50,Bachelors,3,Never-married,Prof-specialty,Wife,Other,Male,45,79,74,Jamaica,jfzqx1687
1688,24,Self-emp-not-inc,58,Assoc-acdm,3,Married-AF-spouse,Armed-Forces,Unmarried,Other,Male,58,50,23,India,bnvff1688
1689,48,Without-pay,48,Preschool,3,Married-civ-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,64,88,62,China,jaqao1689
1690,76,Never-worked,4,10th,12,Widowed,Protective-serv,Own-child,White,Female,3,2,38,Cambodia,ncvbi1690
1691,4,Self-emp-inc,44,Doctorate,5,Married-spouse-absent,Craft-repair,Husband,Black,Male,90,14,80,Mexico,pvugt1691
1692,51,Federal-gov,61,5th-6th,3,Married-spouse-absent,Adm-clerical,Other-relative,Other,Male,38,44,11,England,cmgny1692
1693,46,?,71,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,90,44,42,Ireland,crrgn1693
1694,40,Self-emp-inc,96,11th,14,Never-married,Handlers-cleaners,Own-child,White,Female,89,84,63,Yugoslavia,exckb1694
1695,14,Self-emp-inc,43,Some-college,9,Married-spouse-absent,Priv-house-serv,Wife,Asian-Pac-Islander,Female,53,95,98,Ireland,odcbg1695
1696,10,Local-gov,80,Doctorate,15,Married-civ-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,26,8,98,Poland,dmljx1696
1697,27,?,36,Doctorate,9,Married-AF-spouse,Sales,Wife,Asian-Pac-Islander,Male,1,6,85,Philippines,zjzwx1697
1698,78,Without-pay,88,9th,11,Widowed,Exec-managerial,Not-in-family,Other,Female,4,95,37,?,ahmhj1698
1699,13,?,74,HS-grad,15,Divorced,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Female,82,24,49,Greece,yojzi1699
1700,4,Local-gov,91,Doctorate,12,Married-spouse-absent,Handlers-cleaners,Husband,White,Female,85,39,58,Ireland,rmoxx1700
1701,86,Federal-gov,28,12th,8,Married-AF-spouse,Other-service,Unmarried,Amer-Indian-Eskimo,Female,84,41,81,Puerto-Rico,uisex1701
1702,15,Local-gov,87,Assoc-voc,1,Married-spouse-absent,Adm-clerical,Wife,Other,Female,83,98,24,Iran,tjdsu1702
1703,29,Private,58,12th,5,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,41,2,99,Cuba,whetb1703
1704,78,Federal-gov,22,11th,4,Married-AF-spouse,Tech-support,Other-relative,Other,Female,58,1,84,Poland,zorfa1704
1705,42,Self-emp-inc,53,12th,1,Widowed,Machine-op-inspct,Other-relative,White,Male,64,47,88,Poland,oukci1705
