Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y
4107,24,?,75,Preschool,16,Widowed,Transport-moving,Wife,Black,Male,44,69,9,vtjpupzyokddrldlvrejxkxs,>50K
4108,93,Without-pay,94,12th,10,Separated,Farming-fishing,Wife,Black,Female,15,79,38,rknacwstobedngjiptscjavr,>50K
4109,5,Self-emp-not-inc,17,11th,2,Widowed,Craft-repair,Other-relative,White,Female,21,98,82,wxrpcjadhwihrtzkducmkybc,<=50K
4110,48,Federal-gov,95,Bachelors,7,Married-spouse-absent,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,20,22,18,qizepichggffmtwiqvitkdaw,>50K
4111,25,Self-emp-not-inc,12,12th,5,Divorced,Adm-clerical,Other-relative,White,Female,74,53,85,zaukemelfgkpjurizgawlofw,>50K
4112,68,Never-worked,36,11th,15,Never-married,Priv-house-serv,Wife,Other,Male,46,82,28,vqiyjqhpzzectksqmdyhjjug,<=50K
4113,38,State-gov,24,11th,14,Divorced,Other-service,Not-in-family,White,Male,87,100,57,jxkbgvbcndbnuoxcfluouypx,>50K
4114,0,Local-gov,57,Preschool,3,Never-married,Sales,Husband,Other,Male,55,19,77,szwotmiumwpxrqqdioxmrtri,>50K
4115,59,Local-gov,30,Some-college,3,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,79,38,77,rvuamuocnvgquguhiyqaenhr,<=50K
4116,78,Federal-gov,65,9th,13,Never-married,Prof-specialty,Wife,Black,Male,9,34,47,ecizlwqztscoqjwopngbzpdf,>50K
4117,73,Without-pay,67,Preschool,14,Married-spouse-absent,Tech-support,Own-child,Other,Female,82,23,93,ljyikmnhakpwkviykskqyxgj,>50K
4118,100,Federal-gov,22,5th-6th,11,Married-civ-spouse,Prof-specialty,Wife,Black,Male,72,98,73,swniwhqixubmqpyjjmvrtdpr,<=50K
4119,50,State-gov,76,11th,14,Separated,Transport-moving,Other-relative,White,Female,1,27,41,bmvsogilcylgvculnvohzbnk,<=50K
4120,28,State-gov,67,11th,1,Married-AF-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,62,93,68,yuwfnamlurvoyypduzqgkapa,<=50K
4121,15,State-gov,98,5th-6th,12,Married-spouse-absent,Exec-managerial,Wife,White,Male,66,81,74,ljpyaldoridndbaqwvyexmga,<=50K
4122,66,Without-pay,51,11th,16,Married-AF-spouse,?,Husband,White,Female,73,18,23,ljdpqcykwjznujazalihaynj,<=50K
4123,36,Never-worked,19,Assoc-voc,8,Married-civ-spouse,Sales,Wife,Other,Female,29,33,13,ugjizjwlqjqgklvsyabydzqx,>50K
4124,7,Self-emp-inc,30,7th-8th,11,Divorced,Farming-fishing,Unmarried,White,Male,21,70,31,weuddhphikzdmkidwblaxzrl,<=50K
4125,81,Self-emp-not-inc,22,HS-grad,6,Separated,?,Not-in-family,Black,Female,24,72,39,coglitzlnlvslmqqcvpbylpi,>50K
4126,31,Without-pay,86,Assoc-acdm,16,Married-AF-spouse,Other-service,Not-in-family,White,Female,20,36,69,ypnpguyviejjrmvextkljiud,>50K
4127,43,State-gov,29,10th,9,Married-civ-spouse,Armed-Forces,Not-in-family,White,Male,89,60,90,rosyrccbdpfkphnipparbkdk,<=50K
4128,41,State-gov,16,HS-grad,6,Married-AF-spouse,Prof-specialty,Own-child,White,Female,67,2,12,wkcabazxopdaokklwaxtgkeg,<=50K
4129,79,State-gov,49,11th,12,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,28,49,48,gzyewwiryrehlewepitfnjwj,<=50K
4130,28,Self-emp-inc,65,Preschool,8,Married-AF-spouse,Machine-op-inspct,Other-relative,Other,Male,8,94,61,lgebgxeewehtsinbmdzbyiif,<=50K
4131,54,Without-pay,37,Doctorate,5,Married-civ-spouse,Sales,Unmarried,White,Female,17,58,88,qqalrzumkirdspiatobjkblm,<=50K
4132,52,Federal-gov,78,7th-8th,3,Married-spouse-absent,Tech-support,Wife,Black,Male,94,8,98,obcmqulojrsdsdpzhkksgvtz,<=50K
4133,42,State-gov,70,7th-8th,1,Married-civ-spouse,Transport-moving,Own-child,Black,Female,96,49,93,rlokbtirdgeeqqgkafnbfaeb,>50K
4134,31,Local-gov,31,9th,11,Married-AF-spouse,Adm-clerical,Own-child,White,Female,38,37,15,fpdpdpvisftajvpwonleujdy,>50K
4135,86,Never-worked,20,9th,1,Never-married,Adm-clerical,Not-in-family,White,Male,93,94,11,yefttyepderpdpseiambxgmw,<=50K
4136,57,Without-pay,95,12th,14,Never-married,Priv-house-serv,Wife,Asian-Pac-Islander,Male,50,49,95,wuialztjxpgtzgcyvqfesdpr,<=50K
4137,23,Without-pay,12,Assoc-voc,2,Widowed,Prof-specialty,Own-child,Other,Female,0,95,99,wucpkkdgvhdheztnwzxmlvme,>50K
4138,68,Private,96,Bachelors,7,Divorced,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,34,45,35,izhqicekulibzmcqmhpsnipu,<=50K
4139,64,Local-gov,48,Assoc-acdm,7,Married-AF-spouse,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,32,8,42,soqfjykkraymrzjbifjmludl,>50K
4140,17,Private,62,10th,13,Married-spouse-absent,Transport-moving,Unmarried,White,Female,19,69,18,gnogjiuwbwiznhysbzxswscj,>50K
4141,70,Self-emp-inc,54,Some-college,9,Divorced,Transport-moving,Own-child,Black,Female,39,83,54,rffcumvwalycuohrobyiuhcb,>50K
4142,68,State-gov,69,5th-6th,12,Widowed,?,Own-child,Other,Female,17,57,38,fxkyilghgfpwlmuzmdxotivy,<=50K
4143,75,Federal-gov,71,7th-8th,15,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,10,99,92,nbnbhwyzegabqgattuafbpyz,<=50K
4144,96,State-gov,88,Assoc-voc,16,Divorced,Prof-specialty,Other-relative,Black,Female,63,87,39,sayajxtxiyvlgcfttroxztsf,>50K
4145,80,Self-emp-inc,45,12th,14,Separated,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,27,43,29,qcyeenyzkopqjcfttwzlqkro,<=50K
4146,2,State-gov,15,Bachelors,10,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Male,62,55,0,ofnsfczjhmhlwgltkkkkzfwa,>50K
4147,74,Private,14,5th-6th,4,Married-spouse-absent,Transport-moving,Husband,Black,Male,72,80,87,omboucygqcwuyhuugmyerxnr,>50K
4148,39,Self-emp-inc,80,10th,15,Divorced,Machine-op-inspct,Not-in-family,White,Male,52,9,52,alqyjmydbqkmtcttauiiqnsn,<=50K
4149,38,Local-gov,33,Assoc-voc,7,Separated,?,Unmarried,Asian-Pac-Islander,Male,13,11,60,uqaiqykqvejxsxbabkahwcxt,>50K
4150,54,Self-emp-inc,4,12th,5,Never-married,Protective-serv,Wife,Asian-Pac-Islander,Female,89,81,98,wyxzeblnrhorkkoqvmbrqpip,<=50K
4151,0,State-gov,53,5th-6th,14,Married-civ-spouse,Transport-moving,Other-relative,Black,Female,25,43,4,tnjufmxgdphwwvocsdqimujk,>50K
4152,9,State-gov,73,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,24,18,46,batxokruwxywrhzbapvtmgcd,<=50K
4153,75,Never-worked,92,Masters,6,Married-spouse-absent,Handlers-cleaners,Wife,Black,Male,89,67,20,xninobrqtdfzafsyznmihefu,>50K
4154,44,?,22,11th,10,Married-AF-spouse,Armed-Forces,Wife,Asian-Pac-Islander,Female,32,95,8,nhkcmcljskjrrjulpmgfkeps,>50K
4155,52,State-gov,59,Doctorate,1,Widowed,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,95,84,42,vjqhrjxtviyphldeigqkzwpu,<=50K
4156,81,Self-emp-inc,12,5th-6th,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,34,52,80,hgpvrunowzdaxyspbuupazjt,>50K
4157,100,State-gov,20,10th,5,Widowed,Adm-clerical,Other-relative,White,Female,100,84,78,xjxrcpuhpmzexqfpffrswhrt,>50K
4158,47,Self-emp-inc,0,11th,11,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,45,15,96,ipjmrplrjuytbrvtrqrnfsvg,>50K
4159,69,Without-pay,12,Some-college,9,Married-civ-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,92,3,100,liyhkpijvdmlwsnxeuooflap,<=50K
4160,48,Self-emp-inc,64,Prof-school,13,Widowed,Sales,Husband,Asian-Pac-Islander,Male,45,30,9,ejczwpkqacvvpcdtegaryziu,<=50K
4161,38,Local-gov,54,7th-8th,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Female,39,53,15,hjkocsgohbmsuykgdrvmserj,>50K
4162,36,Without-pay,23,Masters,1,Divorced,Farming-fishing,Other-relative,White,Female,0,30,86,ceswcwgrpknvjtoodgztfsoe,>50K
4163,4,Never-worked,2,Masters,15,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Male,26,51,1,psqpkqwbahvognwexhknnluf,>50K
4164,75,?,34,11th,5,Married-spouse-absent,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,1,37,8,zmjgmcrkitqckckhiwknxmet,<=50K
4165,39,Without-pay,28,Doctorate,4,Married-AF-spouse,Protective-serv,Other-relative,White,Female,89,18,47,pkfxrtspixtukfrronzjikfy,<=50K
4166,93,Private,26,Assoc-voc,9,Never-married,Farming-fishing,Wife,Asian-Pac-Islander,Male,2,43,56,qmtdzryqdruhtyqlyincogws,>50K
4167,62,Federal-gov,77,Some-college,13,Married-AF-spouse,?,Wife,Black,Female,0,61,84,dbqnipxtgliuovzynrwkvvnn,<=50K
4168,45,?,34,Preschool,16,Separated,Farming-fishing,Wife,White,Female,77,57,32,mijkljajgitmwuvcgzegechg,<=50K
4169,75,State-gov,91,HS-grad,12,Married-civ-spouse,Priv-house-serv,Husband,White,Male,86,19,53,trrbwqtfepkxuwivoogrrqvr,<=50K
4170,42,Federal-gov,90,Assoc-acdm,1,Married-spouse-absent,Armed-Forces,Unmarried,White,Male,73,17,53,iahwxzypswchrdkjpatkcdwq,<=50K
4171,32,?,92,9th,13,Divorced,Tech-support,Wife,Amer-Indian-Eskimo,Male,69,13,34,ubfsfiuvnzwyzftandzedokk,<=50K
4172,1,Self-emp-inc,38,Preschool,9,Separated,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,98,55,21,sdztelqnxevrdtjhploaycyr,<=50K
4173,47,Self-emp-inc,10,11th,12,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Female,87,82,64,xvgogveigknjniqczerrwszu,<=50K
4174,34,Local-gov,25,Prof-school,9,Never-married,Other-service,Own-child,Black,Female,27,97,47,fhkoywyahddatbrdrxcwhcsm,>50K
4175,42,Local-gov,75,7th-8th,13,Married-spouse-absent,Armed-Forces,Other-relative,Other,Male,20,97,13,tgjjhpiipablutngmvemmknr,<=50K
4176,42,Federal-gov,31,7th-8th,16,Married-civ-spouse,Prof-specialty,Unmarried,Black,Male,64,75,38,xbzkngfdptxibjqnuhiupxnu,>50K
4177,74,Self-emp-inc,33,Bachelors,11,Widowed,Farming-fishing,Unmarried,White,Male,51,30,51,kgqubvbgyzstzpkfauqwtuuo,<=50K
4178,42,Private,38,Some-college,10,Separated,Sales,Own-child,White,Female,39,27,41,qyamljgsicqohioxtdvhasbl,>50K
4179,46,State-gov,65,10th,16,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,47,81,77,anhmbcfzcxyzrhpizdvcgnwh,<=50K
4180,79,Federal-gov,88,9th,9,Never-married,Other-service,Not-in-family,White,Male,24,60,38,doqdfgzreoxvkdyiluxgsiqh,<=50K
4181,90,Private,45,11th,11,Married-AF-spouse,Priv-house-serv,Unmarried,White,Male,98,27,91,mxmhhdtsgwzpyykywbsnempl,>50K
4182,40,Local-gov,21,Preschool,12,Married-spouse-absent,Armed-Forces,Other-relative,Black,Female,0,18,19,jonnhuboxrnokwnebpoamdwb,>50K
4183,80,Without-pay,65,Bachelors,11,Separated,Exec-managerial,Unmarried,Other,Female,18,29,62,rveadorgyqmxcxenfbmadoie,<=50K
4184,43,Federal-gov,39,Prof-school,15,Widowed,Exec-managerial,Husband,White,Male,24,39,80,fwjaznjziazvjnfbqfhprrip,<=50K
4185,92,State-gov,4,Masters,9,Never-married,Transport-moving,Wife,Black,Male,73,63,38,mijrwtjuevycbgvmmjvwppqt,<=50K
4186,64,Without-pay,100,5th-6th,14,Separated,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,95,55,18,guvjjrjqriszddbeyowhcaap,>50K
4187,63,Never-worked,60,9th,2,Married-civ-spouse,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,53,42,14,qmqgmrcknsznzwdqtkpkabrh,<=50K
4188,44,Self-emp-not-inc,42,Prof-school,8,Never-married,Exec-managerial,Own-child,Other,Male,48,92,21,zrtfgtittbyhgunsplqigrhg,<=50K
4189,2,Self-emp-not-inc,73,10th,10,Divorced,?,Wife,Asian-Pac-Islander,Male,63,49,19,ibricavwakubfoomlfxpqgbc,>50K
4190,22,Private,90,Preschool,5,Married-civ-spouse,Prof-specialty,Wife,White,Male,11,52,98,epgxyxnybqswvehhgimdaads,>50K
4191,24,Never-worked,80,11th,5,Never-married,Priv-house-serv,Other-relative,White,Male,83,87,41,ohgoiiwfpaudnzylzqflfeuk,>50K
4192,44,Self-emp-not-inc,97,Preschool,2,Divorced,Priv-house-serv,Unmarried,White,Male,5,64,64,gcflfxckjmegtybzvxgwqtnn,<=50K
4193,83,Without-pay,88,11th,12,Married-AF-spouse,?,Not-in-family,White,Male,21,5,3,pcaqkjzmjthswpwnsxbyjznd,<=50K
4194,94,Local-gov,56,Some-college,2,Separated,Craft-repair,Other-relative,White,Female,8,58,80,gqvgqmbvlcmhkwsgofhzkvuz,>50K
4195,77,Never-worked,22,11th,8,Divorced,Prof-specialty,Husband,Black,Male,33,10,28,dctgdgadtxpvyvfhcmfamfei,<=50K
4196,7,State-gov,85,1st-4th,16,Divorced,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,55,33,99,gkcdjncmbcasvnekkjxzbpby,<=50K
4197,83,Without-pay,35,10th,4,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,69,55,13,chfzgbjzjcctfbttvzfnawdq,>50K
4198,99,Self-emp-not-inc,13,Doctorate,11,Widowed,Farming-fishing,Not-in-family,White,Male,88,27,81,onzavctjhhwkkdjkfzyygmvz,>50K
4199,53,Self-emp-not-inc,99,Assoc-acdm,4,Married-AF-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,45,86,94,ilfisfjkzmqnjngxfnhnlern,>50K
4200,62,State-gov,8,12th,5,Separated,Prof-specialty,Wife,White,Male,72,38,1,zvflnyyzosyhimzwgenqxwpb,<=50K
4201,29,Local-gov,93,Doctorate,9,Married-civ-spouse,Handlers-cleaners,Own-child,Other,Female,47,79,44,azwdfkrhgksmshlewcblunov,<=50K
4202,84,Without-pay,67,Preschool,4,Married-civ-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,58,94,7,xulamajyvlpoihpcxcyqqvtu,<=50K
4203,8,Private,7,Assoc-voc,12,Divorced,Farming-fishing,Wife,White,Male,18,87,38,tcmmosrlqkkgfzpimrcyspqr,<=50K
4204,74,Federal-gov,82,Some-college,11,Married-spouse-absent,Sales,Husband,Other,Male,11,28,66,rlgkaiqvxdrtubcaetfzqedf,<=50K
4205,41,Self-emp-inc,19,Bachelors,12,Married-AF-spouse,?,Own-child,Black,Female,75,5,2,aaeslhmciljrebtehafqmill,<=50K
4206,34,?,23,Some-college,15,Separated,?,Husband,Black,Female,3,91,20,rkjdlsxcawedwpsfnnwoxnur,<=50K
4207,46,Never-worked,41,11th,10,Separated,?,Unmarried,Other,Female,36,84,57,cfwuegqbzmngwuyxghxqftde,>50K
4208,61,Federal-gov,12,9th,3,Never-married,Handlers-cleaners,Other-relative,White,Male,81,19,69,ymzwhxalmcmkexkfgxdrpxse,>50K
4209,75,Local-gov,6,1st-4th,3,Never-married,Other-service,Wife,Other,Female,64,72,41,bgxwgpuyecgvxfbfvxrdfhsy,>50K
4210,72,?,85,Prof-school,14,Divorced,Exec-managerial,Other-relative,Other,Male,96,87,44,sxrvxpyplavkyanrkbzvdjho,<=50K
4211,55,?,52,Doctorate,13,Married-spouse-absent,Sales,Wife,Black,Male,58,52,63,vbufbvvkxzxwpsmyacbmulyf,<=50K
4212,85,Self-emp-inc,40,1st-4th,7,Married-AF-spouse,Other-service,Husband,Other,Female,5,72,51,fssnwnmpsexslqoeljhasnvt,<=50K
4213,68,?,59,7th-8th,11,Divorced,Craft-repair,Other-relative,White,Male,31,10,48,emeyiwgbhbkuhvinjpfjtket,<=50K
4214,47,Private,100,7th-8th,1,Never-married,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,53,47,25,rqcucrmwxcfvnlrvlqfysqqr,<=50K
4215,7,Self-emp-not-inc,63,7th-8th,10,Married-spouse-absent,Exec-managerial,Other-relative,Other,Male,78,91,46,psedfvhhdxcjkpxrztapdtlr,<=50K
4216,56,Without-pay,73,Masters,13,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,74,97,92,hajwyltknlriejedbtalujff,>50K
4217,85,Self-emp-inc,11,Bachelors,9,Married-AF-spouse,Other-service,Own-child,White,Female,28,76,64,lvlkyaffppbrimrrexiupzrr,>50K
4218,86,?,66,10th,7,Married-AF-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,48,89,18,dwtjyoggepduwzjjegffeyjx,>50K
4219,70,Self-emp-not-inc,60,Some-college,10,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Male,94,66,40,ptkpmzdbovmycgufooxmqsjr,<=50K
4220,19,?,61,10th,5,Married-civ-spouse,Adm-clerical,Other-relative,Black,Male,49,85,78,ukiqqmjjltomnfxhnzkqjhez,>50K
4221,43,Local-gov,5,7th-8th,2,Separated,Tech-support,Wife,Black,Male,73,90,51,ckjpgldxauxqqdhxlyhbegex,<=50K
4222,70,Self-emp-inc,34,Bachelors,14,Married-AF-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,78,1,83,rddnojlamfhtwraqoxcvicjb,>50K
4223,96,Private,89,11th,9,Never-married,Transport-moving,Not-in-family,White,Male,58,47,5,bysdeuqvdezqxqsjgnyptvlr,<=50K
4224,86,Private,88,Doctorate,12,Separated,Adm-clerical,Unmarried,Black,Male,63,48,13,andslbrqbqinogwaxmztiugl,<=50K
4225,21,Self-emp-not-inc,9,Prof-school,15,Divorced,Sales,Wife,White,Female,58,28,19,qziicfxguaqofaaazgbusetw,<=50K
4226,11,Local-gov,61,Preschool,12,Separated,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,49,38,76,nywbeyjzrfjbpjjugqnvuvis,<=50K
4227,43,Self-emp-not-inc,49,12th,3,Divorced,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,44,99,22,qwwwieajxuzfcphiyitnulyn,>50K
4228,67,State-gov,65,Assoc-acdm,4,Married-spouse-absent,Priv-house-serv,Wife,Black,Male,47,61,100,qamhczmmjjaoufzxwdyimzqt,>50K
4229,96,Self-emp-not-inc,51,HS-grad,14,Divorced,Sales,Not-in-family,Other,Female,44,21,89,robrdcyzvuwjrwxaepsbjvql,<=50K
4230,29,Without-pay,15,Prof-school,16,Never-married,Sales,Wife,Asian-Pac-Islander,Female,92,95,15,uqydnqnomdxlpkewvrzjjlhf,<=50K
4231,21,?,30,Assoc-acdm,4,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Female,32,86,89,tpfrsnzmvhkijuiolbmhohyy,>50K
4232,81,Local-gov,1,Masters,12,Married-AF-spouse,Machine-op-inspct,Wife,Other,Female,10,7,9,oeypkqyewyskcnjdnxhcmgjs,<=50K
4233,69,State-gov,65,7th-8th,8,Separated,Other-service,Wife,Amer-Indian-Eskimo,Male,100,40,56,nkhrxhivxfimhtfeitigpdvv,<=50K
4234,91,Without-pay,17,10th,8,Married-civ-spouse,Protective-serv,Other-relative,Other,Male,100,17,98,jidtpmilbkvexzuhpwhrdjpu,>50K
4235,1,Local-gov,44,Assoc-acdm,8,Married-spouse-absent,Prof-specialty,Wife,Asian-Pac-Islander,Female,89,21,51,wfheyubzzsamjpgycaocovkp,<=50K
4236,33,Self-emp-not-inc,68,9th,7,Never-married,Tech-support,Other-relative,White,Female,90,91,45,orozfbglmmlkbimeqvjvxejl,>50K
4237,40,Never-worked,25,10th,16,Divorced,Adm-clerical,Unmarried,White,Male,100,93,10,nsdfbwtntatparmquctxzwja,<=50K
4238,43,?,34,Doctorate,13,Married-spouse-absent,Protective-serv,Not-in-family,Black,Male,26,30,40,nqdthsvdoxdmrwcpliefnecn,>50K
4239,51,Never-worked,30,Masters,11,Never-married,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,99,14,91,ypnuexiexvmdsnqtkmhymlxn,<=50K
4240,94,?,62,9th,11,Separated,Farming-fishing,Wife,Asian-Pac-Islander,Male,18,83,25,zihibuypkflmizkwhecanmtz,>50K
4241,82,Never-worked,33,12th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,52,30,88,vtzwdthbhtwhecizsvjqmlrn,>50K
4242,54,Self-emp-inc,4,Masters,9,Never-married,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,72,46,0,euwatuymdhaglzideyuaegyo,>50K
4243,79,Private,6,11th,15,Married-civ-spouse,Sales,Other-relative,Black,Male,22,5,95,qjzdjplxkdefoxlmkdyfjaac,<=50K
4244,51,State-gov,17,1st-4th,15,Married-civ-spouse,Farming-fishing,Husband,Black,Female,96,90,74,crowdlkhsijihwerddvbvend,<=50K
4245,45,Never-worked,37,11th,9,Divorced,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,65,18,89,upfwftabrarjwyhbbpmlgcra,<=50K
4246,93,State-gov,36,HS-grad,14,Separated,?,Other-relative,Black,Male,15,53,42,vrfrpmczjnixkuidunojazai,>50K
4247,4,?,57,11th,7,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,98,25,21,gpoeujeftrtmkubahlledwzz,>50K
4248,56,Private,17,Preschool,8,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,11,7,61,ceewgjpcvvoinnslbcvmsubz,<=50K
4249,48,Self-emp-not-inc,55,Preschool,1,Widowed,Exec-managerial,Other-relative,Other,Female,61,85,52,zqmooczuvyudckdxvbmvvfsq,>50K
4250,20,State-gov,35,Doctorate,4,Separated,Other-service,Unmarried,Asian-Pac-Islander,Male,11,8,67,bypdxysakiegcpwevyimimqk,<=50K
4251,16,Private,6,Masters,2,Divorced,Tech-support,Not-in-family,Other,Male,2,53,41,cjymtkmohznroqbverktlgnl,<=50K
4252,53,Local-gov,2,11th,15,Divorced,Adm-clerical,Wife,White,Female,53,28,7,zfvbdsgmkrtizxfqtfihrved,<=50K
4253,85,Without-pay,92,7th-8th,7,Married-AF-spouse,Machine-op-inspct,Wife,Other,Female,49,47,23,eppicrwxmwabctukhwkuymgw,>50K
4254,66,Self-emp-not-inc,83,Assoc-voc,11,Never-married,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,85,64,97,bpumdvugzfssfmyifvuclftu,>50K
4255,20,Never-worked,32,HS-grad,13,Separated,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,64,100,83,xxmkofktryjgvaqjvsxwrfln,>50K
4256,56,State-gov,84,7th-8th,8,Married-AF-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,78,30,97,hejxmxayjlylszbnyijkutcs,>50K
4257,24,Never-worked,35,9th,3,Divorced,Other-service,Own-child,Asian-Pac-Islander,Female,96,34,65,bpqmnhjxhpfhjfmwoshiocqj,>50K
4258,43,State-gov,36,11th,15,Married-civ-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,43,47,46,swvrwcudelhawqgwzerofrka,<=50K
4259,84,Self-emp-inc,76,Doctorate,5,Divorced,Adm-clerical,Unmarried,Black,Male,20,27,72,aqilikmxureipqmztylhgbwb,<=50K
4260,63,?,88,10th,4,Married-civ-spouse,Prof-specialty,Other-relative,Other,Female,71,31,10,sxvbwvekbvirjxersocsqrit,<=50K
4261,15,Local-gov,69,HS-grad,6,Widowed,Craft-repair,Wife,Asian-Pac-Islander,Male,86,60,60,jbrmbabvhpcwmmssacatewpt,<=50K
4262,97,State-gov,36,12th,15,Widowed,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,3,59,76,zcadycvjapffhxqunzatgvgq,>50K
4263,24,Never-worked,90,Preschool,1,Married-AF-spouse,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,89,52,94,vbeqqmlodbunjabbgmdbwyzs,>50K
4264,88,?,61,12th,5,Divorced,Sales,Own-child,White,Male,9,45,86,wzmqdpijtiufxvooktnmgoqg,>50K
4265,91,?,26,HS-grad,13,Married-spouse-absent,Handlers-cleaners,Not-in-family,Black,Male,69,38,18,pmalxbpadsajcdjbvlsvujav,<=50K
4266,61,?,46,Doctorate,5,Widowed,Protective-serv,Own-child,Other,Male,1,100,2,uvvwxwhhfwcwyywpjqaxuaef,<=50K
4267,3,Federal-gov,68,HS-grad,2,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Female,86,100,17,gdimlycklqgvzwpbebevundf,<=50K
4268,19,Without-pay,48,Prof-school,13,Married-spouse-absent,Exec-managerial,Husband,Other,Male,55,3,6,rbprwenmwfklancfhpumenpt,>50K
4269,12,Federal-gov,83,Preschool,1,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,73,24,64,ohlpabqurchesufgpdifatsd,<=50K
4270,44,Without-pay,59,12th,14,Never-married,Other-service,Wife,Other,Male,56,21,65,lqhsuhcrglsddlejukfdgyts,>50K
4271,74,?,91,1st-4th,7,Divorced,Tech-support,Husband,Amer-Indian-Eskimo,Male,20,4,2,tlzohoqdovldblbcoraslpav,>50K
4272,9,Self-emp-inc,10,5th-6th,10,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,64,22,37,tobmxugegpnsvlipwuxxsclh,<=50K
4273,63,Self-emp-inc,81,Prof-school,2,Divorced,Protective-serv,Own-child,Asian-Pac-Islander,Female,59,93,93,pkowjzvplqhmrvjopxqcuxtw,<=50K
4274,92,Never-worked,69,1st-4th,5,Married-civ-spouse,Craft-repair,Other-relative,White,Female,55,29,65,hntdfbixldigpabasscfusrj,<=50K
4275,46,Without-pay,81,12th,15,Never-married,Priv-house-serv,Unmarried,White,Male,19,77,27,cwouheuyaidqneztccdfptoi,<=50K
4276,95,Private,10,Assoc-acdm,15,Divorced,?,Wife,White,Male,74,59,23,rdcqwxmgnzvgjckmdjwihghe,<=50K
4277,87,Private,18,9th,7,Widowed,Farming-fishing,Other-relative,Black,Male,79,90,98,qcvthicciqxuxpmjghcrsakq,<=50K
4278,13,Self-emp-not-inc,66,Assoc-acdm,6,Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,58,33,48,ugdpyotdpmntemjrhspvmdiy,>50K
4279,69,?,48,9th,1,Widowed,Adm-clerical,Own-child,White,Male,73,80,76,qltwgvvkhqtmjloscmdqvvyf,<=50K
4280,45,Never-worked,61,12th,11,Separated,Adm-clerical,Husband,Asian-Pac-Islander,Female,70,96,91,pwsrirlanttpcjgeuoczoyxq,>50K
4281,7,?,67,9th,5,Divorced,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,8,64,98,igmotnfniptnlvwoxrcprxop,<=50K
